country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,"Andhra Pradesh",Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","23-09-2026 12:00:00",16.9872867,81.7363176,PM10,2,66,34
India,"Andhra Pradesh",Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","23-09-2026 12:00:00",16.9872867,81.7363176,NO2,2,9,5
India,"Andhra Pradesh",Tirumala,"Toll Gate, Tirumala - APPCB","23-09-2026 12:00:00",13.67,79.35,SO2,3,8,6
India,"Andhra Pradesh",Tirupati,"Vaikuntapuram, Tirupati - APPCB","23-09-2026 12:00:00",13.615387,79.40923,PM2.5,NA,NA,NA
India,"Andhra Pradesh",Tirupati,"Vaikuntapuram, Tirupati - APPCB","23-09-2026 12:00:00",13.615387,79.40923,PM10,NA,NA,NA
India,"Andhra Pradesh",Vijayawada,"HB Colony, Vijayawada - APPCB","23-09-2026 12:00:00",16.536107,80.594233,NH3,4,7,5
India,"Andhra Pradesh",Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","23-09-2026 12:00:00",16.509717,80.612222,OZONE,13,22,18
India,"Arunachal Pradesh",Naharlagun,"Naharlagun, Naharlagun - APSPCB","23-09-2026 12:00:00",27.103358,93.679645,NH3,1,1,1
India,"Arunachal Pradesh",Naharlagun,"Naharlagun, Naharlagun - APSPCB","23-09-2026 12:00:00",27.103358,93.679645,CO,7,9,8
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","23-09-2026 12:00:00",26.071318,91.87488,SO2,23,32,32
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","23-09-2026 12:00:00",26.10887,91.589544,PM2.5,24,73,54
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","23-09-2026 12:00:00",26.10887,91.589544,PM10,18,58,43
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","23-09-2026 12:00:00",26.10887,91.589544,NH3,2,29,5
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","23-09-2026 12:00:00",26.181742,91.78063,PM2.5,11,64,31
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","23-09-2026 12:00:00",26.181742,91.78063,PM10,8,68,33
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","23-09-2026 12:00:00",26.349082,92.68449,PM2.5,41,87,57
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","23-09-2026 12:00:00",26.446912,91.439057,PM2.5,26,119,71
India,Assam,Silchar,"Tarapur, Silchar - PCBA","23-09-2026 12:00:00",24.82827,92.79525,SO2,3,5,4
India,Assam,Silchar,"Tarapur, Silchar - PCBA","23-09-2026 12:00:00",24.82827,92.79525,OZONE,5,10,7
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","23-09-2026 12:00:00",26.987634,94.636574,PM10,32,50,37
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","23-09-2026 12:00:00",26.987634,94.636574,SO2,7,9,8
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","23-09-2026 12:00:00",26.146529,87.454184,PM2.5,2,180,54
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","23-09-2026 12:00:00",25.5626095,84.663264,PM2.5,33,43,35
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","23-09-2026 12:00:00",25.42742023,86.13886079,PM2.5,5,290,33
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","23-09-2026 12:00:00",25.42742023,86.13886079,NO2,4,13,9
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","23-09-2026 12:00:00",25.42742023,86.13886079,NH3,2,3,3
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","23-09-2026 12:00:00",26.80365,84.51954,PM10,20,22,21
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","23-09-2026 12:00:00",26.80365,84.51954,NH3,2,6,3
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","23-09-2026 12:00:00",25.251013,86.989001,CO,27,30,28
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","23-09-2026 12:00:00",25.265194,87.012947,NO2,21,27,22
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","23-09-2026 12:00:00",25.265194,87.012947,OZONE,7,48,19
India,"Andhra Pradesh",Anantapur,"Gulzarpet, Anantapur - APPCB","23-09-2026 12:00:00",14.675886,77.593027,SO2,NA,NA,NA
India,"Andhra Pradesh",Anantapur,"Gulzarpet, Anantapur - APPCB","23-09-2026 12:00:00",14.675886,77.593027,CO,30,32,31
India,"Andhra Pradesh",Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","23-09-2026 12:00:00",13.20488,79.097889,NH3,6,8,8
India,"Andhra Pradesh",Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","23-09-2026 12:00:00",13.20488,79.097889,OZONE,27,31,29
India,"Andhra Pradesh",Eluru,"District Court, Eluru - APPCB","23-09-2026 12:00:00",16.711754,81.092095,NO2,3,5,4
India,"Andhra Pradesh",Eluru,"District Court, Eluru - APPCB","23-09-2026 12:00:00",16.711754,81.092095,SO2,9,18,13
India,"Andhra Pradesh",Eluru,"District Court, Eluru - APPCB","23-09-2026 12:00:00",16.711754,81.092095,OZONE,11,17,13
India,"Andhra Pradesh",Guntur,"Rajendra Nagar North, Guntur - APPCB","23-09-2026 12:00:00",16.316553,80.413302,CO,12,25,19
India,"Andhra Pradesh",Kadapa,"Yerramukkapalli, Kadapa - APPCB","23-09-2026 12:00:00",14.465052,78.824187,SO2,8,17,15
India,"Andhra Pradesh",Kakinada,"Rama Rao Peta, Kakinada - APPCB","23-09-2026 12:00:00",16.962488,82.229513,PM2.5,4,66,34
India,"Andhra Pradesh",Kakinada,"Rama Rao Peta, Kakinada - APPCB","23-09-2026 12:00:00",16.962488,82.229513,NH3,2,24,6
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro","23-09-2026 12:00:00",23.59315,72.372792,NH3,0,1,0
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro","23-09-2026 12:00:00",23.59315,72.372792,OZONE,10,10,10
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","23-09-2026 12:00:00",22.410802,73.097923,CO,34,62,45
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","23-09-2026 12:00:00",22.248853,70.776774,PM2.5,46,89,70
